Концертный зал Российской академии музыки имени Гнесиных;г Москва,г Москва,пер Ржевский М.,д 1;37.592597007751465;55.75563065924646
Познавательная площадка «Класс-мастер»;г Москва,г Москва,ул Парковая 1-я,д 10;37.779161;55.790028
Зал Чешского центра;г Москва,г Москва,ул Юлиуса Фучика,д 12-14;37.58897602558136;55.77003826080512
Москонцерт «Арт-Салон»;г Москва,г Москва,пр-кт Ленинградский,д 30;37.570492;55.784739
Концертный зал Общественного международного фонда славянской письменности и культуры;г Москва,г Москва,пер Черниговский,д 9/13;37.625666;55.743821
Лабораторный корпус XIX века в старейшем ботаническом саду России;г Москва,г Москва,м Проспект Мира (Кольцевая),д 26;37.633464;55.779631
«Филармония-2». Малый зал;г Москва,г Москва,пр-кт Мичуринский,д 1;37.46894600000002;55.677565
Рахманиновский зал Московской консерватории;г Москва,г Москва,ул Никитская Б.,д 11;37.605697;55.756356
Большой зал Московской консерватории;г Москва,г Москва,ул Никитская Б.,д 13/6;37.604331;55.756072
 Государственный Кремлевский дворец;г Москва,г Москва,ул Воздвиженка,д 1;37.611419;55.752181
«Филармония-2». Игровые залы;г Москва,г Москва,пр-кт Мичуринский,д 1;37.469000816345215;55.67735698853535
Малый зал Консерватории;г Москва,г Москва,ул Никитская Б.,д 13/6;37.60434;55.756214
Концертный зал имени Н. Я. Мясковского;г Москва,г Москва,ул Никитская Б.,д 13;37.60432362556458;55.75604245746269
Архиповский музыкальный салон;г Москва,г Москва,пер Брюсов,д 2/14;37.605427;55.757131
Студия Musica Viva;г Москва,г Москва,пер Гарднеровский,д 3;37.678663730621345;55.766524207918025
Москонцерт на Пушечной;г Москва,г Москва,ул Пушечная,д 4;37.622783;55.76057
Репетиционная база Капеллы России имени А.А. Юрлова;г Москва,г Москва,проезд Марьиной Рощи 3-й,д 40;37.609991;55.796947
Московский театрально-концертный центр Павла Слободкина;г Москва,г Москва,ул Арбат,д 48;37.584937;55.747657
Государственный центральный концертный зал «Россия»;г Москва,г Москва,ул Лужники,д 24;37.547477;55.722289
Концертный зал «На Кисловке»;г Москва,г Москва,пер Кисловский Б.,д 4;37.606272;55.753828
Концертный зал Центральной музыкальной школы;г Москва,г Москва,пер Кисловский М.,д 4;37.604592;55.754735
Концертное объединение «Классика-центр»;г Москва,г Москва,ул Фадеева,д 7/3;37.596318;55.775515
Концертный зал «Москонцерт Холл»;г Москва,г Москва,ул Каланчевская,д 33;37.648834;55.776077
Московский международный Дом музыки;г Москва,г Москва,наб Космодамианская,д 52;37.64570474624634;55.73317556526085
Гнесинский концертный зал на Поварской;г Москва,г Москва,ул Поварская,д 38;37.590524;55.756138
Концертный зал «Оркестрион»;г Москва,г Москва,ул Гарибальди,д 19;37.549803;55.6726
«Филармония-2». Концертный зал имени С. В. Рахманинова;г Москва,г Москва,ул Мичуринский проспект.Олимпийская деревня,д 1;37.468946;55.677565
Камерный зал Московской филармонии;г Москва,г Москва,пл Триумфальная,д 4/31;37.59594100000001;55.768765
Концертный зал имени П. И. Чайковского;г Москва,г Москва,пл Триумфальная,д 4;37.595941;55.768765
Московская областная филармония;г Москва,г Москва,пер Волконский 1-й,д 10;37.616512;55.774441
